Date,Price,CVol,Change,% Change,% Return,Total Return (Gross),Cumulative Return %,Open,High,Low,Cumulative Change %
10/28/24,205.02,2782063,2.49,1.23,1.23,205.02,-12.50,205.40,208.30,204.15,-12.50
10/25/24,202.53,2535276,2.31,1.15,1.15,202.53,-13.56,200.00,203.72,197.57,-13.56
10/24/24,200.22,2934435,2.88,1.46,1.46,200.22,-14.55,198.90,203.24,196.33,-14.55
10/23/24,197.34,2529269,-0.01,-0.01,-0.01,197.34,-15.77,197.77,200.50,194.14,-15.77
10/22/24,197.35,2752691,5.86,3.06,3.06,197.35,-15.77,190.42,198.09,189.50,-15.77
10/21/24,191.49,1569150,0.18,0.09,0.09,191.49,-18.27,191.20,193.49,188.88,-18.27
10/18/24,191.31,1923048,-0.61,-0.32,-0.32,191.31,-18.35,191.17,193.84,188.29,-18.35
10/17/24,191.92,1836331,-1.48,-0.77,-0.77,191.92,-18.09,194.00,196.36,189.80,-18.09
10/16/24,193.40,1783780,1.38,0.72,0.72,193.40,-17.46,192.88,195.17,189.51,-17.46
10/15/24,192.02,3619219,2.93,1.55,1.55,192.02,-18.05,189.00,194.57,188.67,-18.05
10/14/24,189.09,2183078,-3.16,-1.64,-1.64,189.09,-19.30,193.58,194.17,187.77,-19.30
10/11/24,192.25,1875686,0.68,0.35,0.35,192.25,-17.95,189.28,194.75,188.75,-17.95
10/10/24,191.57,2063148,1.50,0.79,0.79,191.57,-18.24,188.75,193.18,187.73,-18.24
10/09/24,190.07,2588666,-0.92,-0.48,-0.48,190.07,-18.88,193.24,193.49,188.40,-18.88
10/08/24,190.99,4419668,11.26,6.26,6.26,190.99,-18.48,182.13,191.00,181.79,-18.48
10/07/24,179.73,2344169,-0.44,-0.24,-0.24,179.73,-23.29,179.00,183.41,177.65,-23.29
10/04/24,180.17,2273525,3.53,2.00,2.00,180.17,-23.10,179.80,182.84,176.61,-23.10
10/03/24,176.64,1761709,-0.31,-0.18,-0.18,176.64,-24.61,175.88,179.93,174.03,-24.61
10/02/24,176.95,1984076,1.15,0.65,0.65,176.95,-24.48,173.81,177.61,171.82,-24.48
10/01/24,175.80,3495661,1.69,0.97,0.97,175.80,-24.97,174.31,178.40,172.10,-24.97
09/30/24,174.11,2604613,4.33,2.55,2.55,174.11,-25.69,167.90,175.00,165.99,-25.69
09/27/24,169.78,1669778,-1.43,-0.84,-0.84,169.78,-27.54,171.12,172.83,168.10,-27.54
09/26/24,171.21,2740937,1.56,0.92,0.92,171.21,-26.93,169.32,171.37,165.92,-26.93
09/25/24,169.65,2353523,-3.05,-1.77,-1.77,169.65,-27.59,171.76,173.45,168.72,-27.59
09/24/24,172.70,3443252,-2.45,-1.40,-1.40,172.70,-26.29,172.89,173.87,169.09,-26.29
09/23/24,175.15,4060646,1.30,0.75,0.75,175.15,-25.25,170.50,176.20,167.12,-25.25
09/20/24,173.85,5397612,3.11,1.82,1.82,173.85,-25.80,169.61,176.33,167.80,-25.80
09/19/24,170.74,5173512,9.11,5.64,5.64,170.74,-27.13,167.25,171.67,165.11,-27.13
09/18/24,161.63,6371291,5.05,3.23,3.23,161.63,-31.02,157.35,167.75,157.27,-31.02
09/17/24,156.58,3189921,3.68,2.41,2.41,156.58,-33.17,154.97,158.30,151.60,-33.17
09/16/24,152.90,5656018,11.00,7.75,7.75,152.90,-34.74,143.15,153.56,143.03,-34.74
09/13/24,141.90,1789816,1.38,0.98,0.98,141.90,-39.44,141.79,144.44,140.23,-39.44
09/12/24,140.52,3443747,6.98,5.23,5.23,140.52,-40.03,137.12,141.53,133.57,-40.03
09/11/24,133.54,3025031,2.82,2.16,2.16,133.54,-43.00,129.42,133.89,126.59,-43.00
09/10/24,130.72,4858903,-4.76,-3.51,-3.51,130.72,-44.21,134.97,135.39,124.39,-44.21
09/09/24,135.48,2699259,2.07,1.55,1.55,135.48,-42.18,137.34,138.40,133.80,-42.18
09/06/24,133.41,2692086,-7.73,-5.48,-5.48,133.41,-43.06,141.50,142.91,132.12,-43.06
09/05/24,141.14,2157672,-3.60,-2.49,-2.49,141.14,-39.76,144.18,145.25,139.14,-39.76
09/04/24,144.74,1710311,0.22,0.15,0.15,144.74,-38.22,145.00,147.95,142.70,-38.22
09/03/24,144.52,2423987,-6.10,-4.05,-4.05,144.52,-38.32,148.80,149.85,142.87,-38.32
08/30/24,150.62,2325945,0.54,0.36,0.36,150.62,-35.71,152.30,152.33,146.87,-35.71
08/29/24,150.08,2114483,-4.23,-2.74,-2.74,150.08,-35.95,156.00,156.71,149.00,-35.95
08/28/24,154.31,2017809,-4.43,-2.79,-2.79,154.31,-34.14,157.72,158.95,152.84,-34.14
08/27/24,158.74,1705727,0.75,0.47,0.47,158.74,-32.25,156.65,159.59,154.35,-32.25
08/26/24,157.99,2265155,-1.79,-1.12,-1.12,157.99,-32.57,158.43,158.50,154.50,-32.57
08/23/24,159.78,3156569,6.76,4.42,4.42,159.78,-31.81,154.54,159.85,151.52,-31.81
08/22/24,153.02,2899791,-3.75,-2.39,-2.39,153.02,-34.69,155.58,159.17,151.97,-34.69
08/21/24,156.77,1948151,2.59,1.68,1.68,156.77,-33.09,154.97,157.62,154.05,-33.09
08/20/24,154.18,1843745,-1.57,-1.01,-1.01,154.18,-34.20,156.41,156.80,151.13,-34.20
08/19/24,155.75,2313232,-0.18,-0.12,-0.12,155.75,-33.53,155.95,156.47,152.24,-33.53
08/16/24,155.93,3717654,4.37,2.88,2.88,155.93,-33.45,149.36,156.18,148.69,-33.45
08/15/24,151.56,4139331,9.56,6.73,6.73,151.56,-35.31,146.39,152.87,142.63,-35.31
08/14/24,142.00,3259610,-4.49,-3.07,-3.07,142.00,-39.39,144.52,147.31,141.67,-39.39
08/13/24,146.49,5010296,13.01,9.75,9.75,146.49,-37.48,135.93,146.49,135.51,-37.48
08/12/24,133.48,2063695,-2.44,-1.80,-1.80,133.48,-43.03,136.05,136.66,132.35,-43.03
08/09/24,135.92,2473063,2.51,1.88,1.88,135.92,-41.99,133.90,138.15,130.85,-41.99
08/08/24,133.41,3313314,4.77,3.71,3.71,133.41,-43.06,130.48,134.88,129.00,-43.06
08/07/24,128.64,4088636,-10.31,-7.42,-7.42,128.64,-45.10,140.59,140.59,127.86,-45.10
08/06/24,138.95,3706153,3.61,2.67,2.67,138.95,-40.70,138.01,141.02,131.72,-40.70
08/05/24,135.34,6137943,-1.86,-1.36,-1.36,135.34,-42.24,119.25,138.55,118.50,-42.24
08/02/24,137.20,5965778,-9.32,-6.36,-6.36,137.20,-41.44,139.81,142.85,134.63,-41.44
08/01/24,146.52,14478050,13.29,9.98,9.98,146.52,-37.46,147.34,154.00,138.78,-37.46
07/31/24,133.23,8226954,6.45,5.09,5.09,133.23,-43.14,131.40,137.92,128.80,-43.14
07/30/24,126.78,4240639,-0.83,-0.65,-0.65,126.78,-45.89,128.00,133.63,123.04,-45.89
07/29/24,127.61,4579073,-5.24,-3.94,-3.94,127.61,-45.54,133.92,136.23,124.75,-45.54
07/26/24,132.85,4201740,8.75,7.05,7.05,132.85,-43.30,127.50,136.45,127.50,-43.30
07/25/24,124.10,3450114,0.68,0.55,0.55,124.10,-47.03,123.71,131.88,122.14,-47.03
07/24/24,123.42,2591660,-5.69,-4.41,-4.41,123.42,-47.32,125.78,128.10,122.87,-47.32
07/23/24,129.11,2593364,0.22,0.17,0.17,129.11,-44.90,127.10,130.60,124.11,-44.90
07/22/24,128.89,3395597,-1.17,-0.90,-0.90,128.89,-44.99,133.42,135.26,127.21,-44.99
07/19/24,130.06,5631166,0.88,0.68,0.68,130.06,-44.49,129.70,136.13,128.79,-44.49
07/18/24,129.18,3768617,-4.57,-3.42,-3.42,129.18,-44.87,135.29,137.41,128.21,-44.87
07/17/24,133.75,5102014,-11.28,-7.78,-7.78,133.75,-42.92,139.43,142.88,132.12,-42.92
07/16/24,145.03,4346668,2.94,2.07,2.07,145.03,-38.10,142.90,147.25,140.68,-38.10
07/15/24,142.09,4480687,5.85,4.29,4.29,142.09,-39.36,137.22,144.29,136.75,-39.36
07/12/24,136.24,6886887,6.31,4.86,4.86,136.24,-41.85,131.23,140.91,130.32,-41.85
07/11/24,129.93,3444040,-1.04,-0.79,-0.79,129.93,-44.55,133.21,136.07,127.70,-44.55
07/10/24,130.97,7472115,5.27,4.19,4.19,130.97,-44.10,131.50,136.55,126.61,-44.10
07/09/24,125.70,2808538,3.38,2.76,2.76,125.70,-46.35,122.30,125.87,120.76,-46.35
07/08/24,122.32,3725768,-5.73,-4.47,-4.47,122.32,-47.79,129.06,129.99,120.05,-47.79
07/05/24,128.05,2494280,0.21,0.16,0.16,128.05,-45.35,126.95,128.47,124.02,-45.35
07/03/24,127.84,1567467,0.31,0.24,0.24,127.84,-45.44,127.10,129.08,125.60,-45.44
07/02/24,127.53,3195578,3.18,2.56,2.56,127.53,-45.57,125.00,128.36,121.47,-45.57
07/01/24,124.35,4317671,-4.37,-3.39,-3.39,124.35,-46.93,128.99,129.49,121.01,-46.93
06/28/24,128.72,19539440,-4.16,-3.13,-3.13,128.72,-45.06,133.43,136.92,124.11,-45.06
06/27/24,132.88,5690461,6.28,4.96,4.96,132.88,-43.29,126.98,134.68,124.18,-43.29
06/26/24,126.60,5121115,-1.98,-1.54,-1.54,126.60,-45.97,126.55,131.41,124.12,-45.97
06/25/24,128.58,6414366,9.08,7.60,7.60,128.58,-45.12,118.45,129.41,116.85,-45.12
06/24/24,119.50,4452539,6.51,5.76,5.76,119.50,-49.00,113.09,120.84,111.55,-49.00
06/21/24,112.99,4408168,3.14,2.86,2.86,112.99,-51.78,109.85,112.99,107.75,-51.78
06/20/24,109.85,3087418,-0.93,-0.84,-0.84,109.85,-53.12,109.99,113.43,106.32,-53.12
06/18/24,110.78,2709674,1.84,1.69,1.69,110.78,-52.72,107.80,111.75,107.55,-52.72
06/17/24,108.94,3423883,5.88,5.71,5.71,108.94,-53.50,101.91,109.75,100.05,-53.50
06/14/24,103.06,2772546,-3.68,-3.45,-3.45,103.06,-56.01,105.55,105.55,101.28,-56.01
06/13/24,106.74,4370912,-4.33,-3.90,-3.90,106.74,-54.44,111.01,111.01,105.27,-54.44
06/12/24,111.07,7976350,6.95,6.67,6.67,111.07,-52.59,107.99,115.00,107.01,-52.59
06/11/24,104.12,3571460,-3.93,-3.64,-3.64,104.12,-55.56,105.86,106.57,101.14,-55.56
06/10/24,108.05,4357781,1.49,1.40,1.40,108.05,-53.88,106.55,110.66,105.56,-53.88
06/07/24,106.56,5491332,1.89,1.81,1.81,106.56,-54.52,103.20,110.94,102.61,-54.52
06/06/24,104.67,4948036,1.63,1.58,1.58,104.67,-55.33,107.73,109.89,103.27,-55.33
06/05/24,103.04,3482689,1.94,1.92,1.92,103.04,-56.02,101.50,105.19,100.60,-56.02
06/04/24,101.10,3115451,2.14,2.16,2.16,101.10,-56.85,98.80,101.49,97.92,-56.85
06/03/24,98.96,2398098,-1.02,-1.02,-1.02,98.96,-57.76,103.28,104.00,97.55,-57.76
05/31/24,99.98,3733686,-2.41,-2.35,-2.35,99.98,-57.33,103.04,103.30,98.08,-57.33
05/30/24,102.39,3168414,-2.66,-2.53,-2.53,102.39,-56.30,105.49,107.67,101.68,-56.30
05/29/24,105.05,2762604,0.46,0.44,0.44,105.05,-55.16,103.00,107.27,101.54,-55.16
05/28/24,104.59,3399858,-4.56,-4.18,-4.18,104.59,-55.36,110.75,111.01,103.31,-55.36
05/24/24,109.15,2448453,-0.76,-0.69,-0.69,109.15,-53.41,111.91,112.79,108.57,-53.41
05/23/24,109.91,3252397,-5.81,-5.02,-5.02,109.91,-53.09,116.00,116.65,108.66,-53.09
05/22/24,115.72,2441328,0.69,0.60,0.60,115.72,-50.61,115.98,118.43,114.42,-50.61
05/21/24,115.03,2195275,-2.47,-2.10,-2.10,115.03,-50.90,116.67,117.71,113.68,-50.90
05/20/24,117.50,2547870,,,,117.50,-49.85,116.40,120.92,114.88,-49.85
05/17/24,117.50,2737252,-0.43,-0.36,-0.36,117.50,-49.85,117.83,118.93,115.48,-49.85
05/16/24,117.93,3535881,-3.14,-2.59,-2.59,117.93,-49.67,120.36,123.44,117.29,-49.67
05/15/24,121.07,3780105,0.12,0.10,0.10,121.07,-48.33,123.12,123.51,117.74,-48.33
05/14/24,120.95,4131770,4.05,3.46,3.46,120.95,-48.38,121.54,124.62,118.37,-48.38
05/13/24,116.90,4543068,-0.10,-0.09,-0.09,116.90,-50.11,119.60,122.93,116.64,-50.11
05/10/24,117.00,3012127,-3.41,-2.83,-2.83,117.00,-50.06,119.80,120.06,115.26,-50.06
05/09/24,120.41,3317610,5.99,5.24,5.24,120.41,-48.61,115.25,121.22,112.70,-48.61
05/08/24,114.42,3655493,-2.24,-1.92,-1.92,114.42,-51.17,114.91,116.40,112.62,-51.17
05/07/24,116.66,5116772,-6.31,-5.13,-5.13,116.66,-50.21,122.60,124.27,116.40,-50.21
05/06/24,122.97,7062159,1.30,1.07,1.07,122.97,-47.52,124.30,129.00,122.64,-47.52
05/03/24,121.67,8528363,5.17,4.44,4.44,121.67,-48.07,119.20,124.20,115.79,-48.07
05/02/24,116.50,24220790,29.41,33.77,33.77,116.50,-50.28,119.95,122.30,111.45,-50.28
05/01/24,87.09,13906580,4.17,5.03,5.03,87.09,-62.83,82.58,91.12,82.00,-62.83
04/30/24,82.92,3920383,-0.84,-1.00,-1.00,82.92,-64.61,82.00,83.63,80.07,-64.61
04/29/24,83.76,4843861,-0.55,-0.65,-0.65,83.76,-64.25,85.76,88.48,83.35,-64.25
04/26/24,84.31,4904618,6.81,8.79,8.79,84.31,-64.02,77.95,84.51,77.00,-64.02
04/25/24,77.50,3304571,2.15,2.85,2.85,77.50,-66.92,71.50,77.53,71.39,-66.92
04/24/24,75.35,2869892,-0.27,-0.36,-0.36,75.35,-67.84,76.00,77.98,74.88,-67.84
04/23/24,75.62,4327039,4.18,5.85,5.85,75.62,-67.73,72.79,77.53,72.06,-67.73
04/22/24,71.44,4105311,0.08,0.11,0.11,71.44,-69.51,72.40,72.99,67.61,-69.51
04/19/24,71.36,3369825,0.21,0.30,0.30,71.36,-69.54,69.58,72.07,69.47,-69.54
04/18/24,71.15,4732344,1.99,2.88,2.88,71.15,-69.63,71.75,73.25,69.25,-69.63
04/17/24,69.16,3542860,-1.48,-2.10,-2.10,69.16,-70.48,72.20,73.39,67.95,-70.48
04/16/24,70.64,4602821,0.81,1.16,1.16,70.64,-69.85,68.92,71.34,68.37,-69.85
04/15/24,69.83,5893141,-5.16,-6.88,-6.88,69.83,-70.20,74.72,75.20,69.12,-70.20
04/12/24,74.99,4137274,-5.45,-6.78,-6.78,74.99,-67.99,78.65,79.09,74.26,-67.99
04/11/24,80.44,4827332,-0.08,-0.10,-0.10,80.44,-65.67,79.91,81.48,76.92,-65.67
04/10/24,80.52,3588310,-3.16,-3.78,-3.78,80.52,-65.63,80.05,83.28,78.65,-65.63
04/09/24,83.68,2622905,1.01,1.22,1.22,83.68,-64.29,83.84,84.55,80.48,-64.29
04/08/24,82.67,2049557,-1.17,-1.40,-1.40,82.67,-64.72,85.72,86.86,82.64,-64.72
04/05/24,83.84,2175784,1.40,1.70,1.70,83.84,-64.22,81.32,84.60,80.91,-64.22
04/04/24,82.44,3733439,0.04,0.05,0.05,82.44,-64.81,84.00,86.57,82.00,-64.81
04/03/24,82.40,2133289,-0.47,-0.57,-0.57,82.40,-64.83,81.56,84.31,80.82,-64.83
04/02/24,82.87,3088664,-3.92,-4.52,-4.52,82.87,-64.63,84.32,85.16,81.43,-64.63
04/01/24,86.79,2209956,-1.12,-1.27,-1.27,86.79,-62.96,87.58,87.82,85.05,-62.96
03/28/24,87.91,4019279,-2.40,-2.66,-2.66,87.91,-62.48,90.46,92.01,85.79,-62.48
03/27/24,90.31,3848987,-0.50,-0.55,-0.55,90.31,-61.46,91.65,93.10,88.55,-61.46
03/26/24,90.81,5038190,2.40,2.71,2.71,90.81,-61.24,90.71,94.04,88.96,-61.24
03/25/24,88.41,3896212,2.47,2.87,2.87,88.41,-62.27,86.89,91.60,86.89,-62.27
03/22/24,85.94,2969872,-1.77,-2.02,-2.02,85.94,-63.32,87.02,87.71,84.40,-63.32
03/21/24,87.71,4603212,1.29,1.49,1.49,87.71,-62.57,86.06,89.96,85.77,-62.57
03/20/24,86.42,6698474,7.54,9.56,9.56,86.42,-63.12,80.21,86.45,79.52,-63.12
03/19/24,78.88,4615091,-1.91,-2.36,-2.36,78.88,-66.33,78.59,80.60,76.12,-66.33
03/18/24,80.79,3805459,1.21,1.52,1.52,80.79,-65.52,80.14,83.06,78.64,-65.52
03/15/24,79.58,7896795,2.90,3.78,3.78,79.58,-66.03,75.91,82.27,74.42,-66.03
03/14/24,76.68,3557901,-2.99,-3.75,-3.75,76.68,-67.27,78.55,79.71,75.56,-67.27
03/13/24,79.67,3074289,3.39,4.44,4.44,79.67,-66.00,76.39,80.73,76.39,-66.00
03/12/24,76.28,4941997,-1.82,-2.33,-2.33,76.28,-67.44,80.47,80.96,75.34,-67.44
03/11/24,78.10,4977066,-7.20,-8.44,-8.44,78.10,-66.67,84.29,84.64,77.97,-66.67
03/08/24,85.30,11706700,5.83,7.34,7.34,85.30,-63.59,86.15,90.48,82.50,-63.59
03/07/24,79.47,5516368,1.66,2.13,2.13,79.47,-66.08,78.31,81.47,76.66,-66.08
03/06/24,77.81,4406467,0.48,0.62,0.62,77.81,-66.79,79.15,81.07,77.50,-66.79
03/05/24,77.33,4920785,-4.21,-5.16,-5.16,77.33,-67.00,80.61,81.26,75.80,-67.00
03/04/24,81.54,5465027,-1.42,-1.71,-1.71,81.54,-65.20,80.95,84.59,80.17,-65.20
03/01/24,82.96,8344244,7.03,9.26,9.26,82.96,-64.59,76.65,83.78,75.41,-64.59
02/29/24,75.93,5805519,0.46,0.61,0.61,75.93,-67.59,78.21,79.40,74.54,-67.59
02/28/24,75.47,8229627,-4.95,-6.16,-6.16,75.47,-67.79,78.70,82.20,74.83,-67.79
02/27/24,80.42,22997440,10.54,15.08,15.08,80.42,-65.68,72.03,83.37,72.03,-65.68
02/26/24,69.88,14796610,0.65,0.94,0.94,69.88,-70.17,66.97,75.75,66.97,-70.17
02/23/24,69.23,39061168,16.82,32.09,32.09,69.23,-70.45,67.84,76.33,66.45,-70.45
02/22/24,52.41,12148430,3.01,6.09,6.09,52.41,-77.63,49.74,53.33,49.38,-77.63
02/21/24,49.40,6138158,-2.41,-4.65,-4.65,49.40,-78.92,50.79,52.05,48.15,-78.92
02/20/24,51.81,5741408,-0.67,-1.28,-1.28,51.81,-77.89,51.00,52.27,49.10,-77.89
02/16/24,52.48,7503656,-5.14,-8.92,-8.92,52.48,-77.60,55.17,55.49,51.94,-77.60
02/15/24,57.62,8060510,3.46,6.39,6.39,57.62,-75.41,54.42,57.89,53.48,-75.41
02/14/24,54.16,6321491,2.19,4.21,4.21,54.16,-76.88,53.19,54.78,52.71,-76.88
02/13/24,51.97,6424179,-3.31,-5.99,-5.99,51.97,-77.82,51.69,53.40,50.15,-77.82
02/12/24,55.28,6184370,2.15,4.05,4.05,55.28,-76.41,53.68,57.58,53.50,-76.41
02/09/24,53.13,6847252,0.74,1.41,1.41,53.13,-77.32,53.10,53.84,50.53,-77.32
02/08/24,52.39,8154138,4.30,8.94,8.94,52.39,-77.64,48.32,52.56,47.54,-77.64
02/07/24,48.09,6337515,-0.10,-0.21,-0.21,48.09,-79.48,48.71,48.93,46.38,-79.48
02/06/24,48.19,9983103,4.39,10.02,10.02,48.19,-79.43,44.46,48.26,43.87,-79.43
02/05/24,43.80,4466550,0.35,0.81,0.81,43.80,-81.31,42.16,43.99,41.75,-81.31
02/02/24,43.45,4782090,0.92,2.16,2.16,43.45,-81.46,40.91,44.44,40.44,-81.46
02/01/24,42.53,5970223,-0.53,-1.23,-1.23,42.53,-81.85,43.48,44.16,40.21,-81.85
01/31/24,43.06,5891470,-1.08,-2.45,-2.45,43.06,-81.62,43.50,46.69,42.76,-81.62
01/30/24,44.14,3483755,-0.78,-1.74,-1.74,44.14,-81.16,44.25,45.50,43.75,-81.16
01/29/24,44.92,5619085,3.12,7.46,7.46,44.92,-80.83,41.90,45.06,41.30,-80.83
01/26/24,41.80,4432083,0.80,1.95,1.95,41.80,-82.16,41.72,42.77,40.62,-82.16
01/25/24,41.00,5052140,-1.03,-2.45,-2.45,41.00,-82.50,42.61,43.20,40.85,-82.50
01/24/24,42.03,4715669,-3.51,-7.71,-7.71,42.03,-82.06,47.06,47.16,42.02,-82.06
01/23/24,45.54,6064053,-2.81,-5.81,-5.81,45.54,-80.56,49.11,49.22,45.17,-80.56
01/22/24,48.35,9056893,3.43,7.64,7.64,48.35,-79.36,46.31,50.20,46.30,-79.36
01/19/24,44.92,6995104,2.08,4.86,4.86,44.92,-80.83,43.10,45.43,41.91,-80.83
01/18/24,42.84,4603485,0.63,1.49,1.49,42.84,-81.72,43.00,43.17,41.62,-81.72
01/17/24,42.21,3834103,-0.08,-0.19,-0.19,42.21,-81.98,40.75,42.31,40.70,-81.98
01/16/24,42.29,4411514,-0.49,-1.15,-1.15,42.29,-81.95,41.65,43.20,41.21,-81.95
01/12/24,42.78,5230025,-3.26,-7.08,-7.08,42.78,-81.74,45.66,46.73,42.71,-81.74
01/11/24,46.04,6109791,-0.70,-1.50,-1.50,46.04,-80.35,45.75,46.70,43.29,-80.35
01/10/24,46.74,5443934,-0.42,-0.89,-0.89,46.74,-80.05,46.73,47.28,44.64,-80.05
01/09/24,47.16,4589684,-1.17,-2.42,-2.42,47.16,-79.87,47.01,48.74,46.35,-79.87
01/08/24,48.33,4673102,1.46,3.11,3.11,48.33,-79.37,46.74,49.03,46.31,-79.37
01/05/24,46.87,5449323,0.28,0.60,0.60,46.87,-80.00,45.17,48.37,44.50,-80.00
01/04/24,46.59,5285931,-0.10,-0.21,-0.21,46.59,-80.12,46.20,47.47,45.23,-80.12
01/03/24,46.69,6605015,-2.18,-4.46,-4.46,46.69,-80.07,46.50,47.98,45.60,-80.07
01/02/24,48.87,7625355,-4.07,-7.69,-7.69,48.87,-79.14,51.61,51.62,48.11,-79.14
12/29/23,52.94,5944094,-1.97,-3.59,-3.59,52.94,-77.41,54.66,55.46,52.44,-77.41
12/28/23,54.91,7229332,0.52,0.96,0.96,54.91,-76.56,53.53,56.60,53.25,-76.56
12/27/23,54.39,8053400,0.83,1.55,1.55,54.39,-76.79,54.20,55.74,52.15,-76.79
12/26/23,53.56,10228280,-1.18,-2.16,-2.16,53.56,-77.14,55.64,55.90,52.12,-77.14
12/22/23,54.74,12778170,-3.47,-5.96,-5.96,54.74,-76.64,59.12,60.49,54.73,-76.64
12/21/23,58.21,10834970,2.76,4.98,4.98,58.21,-75.16,58.65,59.63,55.76,-75.16
12/20/23,55.45,17349260,-4.35,-7.27,-7.27,55.45,-76.33,59.11,62.59,55.42,-76.33
12/19/23,59.80,18958930,4.12,7.40,7.40,59.80,-74.48,58.17,61.61,57.51,-74.48
12/18/23,55.68,13679870,4.28,8.33,8.33,55.68,-76.24,51.00,55.87,49.90,-76.24
12/15/23,51.40,12105700,0.78,1.54,1.54,51.40,-78.06,50.99,52.68,49.56,-78.06
12/14/23,50.62,23785290,5.55,12.31,12.31,50.62,-78.40,45.61,54.35,45.61,-78.40
12/13/23,45.07,13409880,5.57,14.10,14.10,45.07,-80.76,39.60,45.45,38.41,-80.76
12/12/23,39.50,10358760,-0.33,-0.83,-0.83,39.50,-83.14,40.44,41.96,37.47,-83.14
12/11/23,39.83,7254168,-0.43,-1.07,-1.07,39.83,-83.00,39.94,40.98,38.61,-83.00
12/08/23,40.26,13283810,2.36,6.23,6.23,40.26,-82.82,37.88,41.34,37.67,-82.82
12/07/23,37.90,5668960,0.52,1.39,1.39,37.90,-83.82,37.19,38.66,36.53,-83.82
12/06/23,37.38,8046519,-1.38,-3.56,-3.56,37.38,-84.05,39.66,40.45,36.70,-84.05
12/05/23,38.76,9545284,-1.31,-3.27,-3.27,38.76,-83.46,38.76,40.39,37.34,-83.46
12/04/23,40.07,22337450,4.87,13.84,13.84,40.07,-82.90,38.36,42.12,37.52,-82.90
12/01/23,35.20,12071210,3.88,12.39,12.39,35.20,-84.98,31.02,35.98,29.84,-84.98
11/30/23,31.32,5749803,-0.69,-2.16,-2.16,31.32,-86.63,32.52,32.55,30.92,-86.63
11/29/23,32.01,9913843,0.39,1.23,1.23,32.01,-86.34,32.67,35.72,31.96,-86.34
11/28/23,31.62,5383952,0.69,2.23,2.23,31.62,-86.50,30.74,31.78,29.91,-86.50
11/27/23,30.93,4891316,-0.48,-1.53,-1.53,30.93,-86.80,31.19,31.92,30.31,-86.80
11/24/23,31.41,2032914,0.06,0.19,0.19,31.41,-86.59,31.22,31.74,30.43,-86.59
11/22/23,31.35,4268102,0.17,0.55,0.55,31.35,-86.62,31.64,32.00,30.94,-86.62
11/21/23,31.18,6410510,-1.94,-5.86,-5.86,31.18,-86.69,32.11,32.99,30.60,-86.69
11/20/23,33.12,6297190,1.09,3.40,3.40,33.12,-85.86,32.30,33.70,31.95,-85.86
11/17/23,32.03,6081332,-0.33,-1.02,-1.02,32.03,-86.33,31.98,32.79,31.06,-86.33
11/16/23,32.36,11616960,-1.80,-5.27,-5.27,32.36,-86.19,33.32,33.69,31.02,-86.19
11/15/23,34.16,12827440,0.95,2.86,2.86,34.16,-85.42,33.60,36.47,33.02,-85.42
11/14/23,33.21,13762940,4.57,15.96,15.96,33.21,-85.83,31.38,34.04,30.82,-85.83
11/13/23,28.64,5153928,-0.55,-1.88,-1.88,28.64,-87.78,28.89,29.65,27.75,-87.78
11/10/23,29.19,6693354,-1.25,-4.11,-4.11,29.19,-87.54,30.70,30.72,28.06,-87.54
11/09/23,30.44,8497797,-3.55,-10.44,-10.44,30.44,-87.01,34.40,34.54,29.89,-87.01
11/08/23,33.99,8093876,-0.18,-0.53,-0.53,33.99,-85.49,34.00,34.87,33.01,-85.49
11/07/23,34.17,8786495,0.94,2.83,2.83,34.17,-85.42,33.03,34.48,31.45,-85.42
11/06/23,33.23,9501332,0.95,2.94,2.94,33.23,-85.82,32.99,33.65,31.04,-85.82
11/03/23,32.28,20103720,2.36,7.89,7.89,32.28,-86.22,28.70,35.00,28.29,-86.22
11/02/23,29.92,13893160,3.93,15.12,15.12,29.92,-87.23,28.33,30.58,28.11,-87.23
11/01/23,25.99,9312684,-1.01,-3.74,-3.74,25.99,-88.91,26.51,26.54,25.09,-88.91
10/31/23,27.00,4757298,-0.52,-1.89,-1.89,27.00,-88.48,27.80,27.83,26.91,-88.48
10/30/23,27.52,5084463,-1.06,-3.71,-3.71,27.52,-88.25,28.97,29.01,27.42,-88.25
10/27/23,28.58,6301030,-0.52,-1.79,-1.79,28.58,-87.80,29.63,29.83,27.87,-87.80
10/26/23,29.10,5904396,-0.37,-1.26,-1.26,29.10,-87.58,29.40,30.40,28.61,-87.58
10/25/23,29.47,5648180,-2.21,-6.98,-6.98,29.47,-87.42,31.27,31.32,29.02,-87.42
10/24/23,31.68,5498256,-0.07,-0.22,-0.22,31.68,-86.48,31.99,33.38,31.35,-86.48
10/23/23,31.75,5117415,0.68,2.19,2.19,31.75,-86.45,30.50,32.65,29.90,-86.45
10/20/23,31.07,5197475,-0.52,-1.65,-1.65,31.07,-86.74,31.45,32.09,30.78,-86.74
10/19/23,31.59,5211274,-0.87,-2.68,-2.68,31.59,-86.52,32.49,33.19,31.32,-86.52
10/18/23,32.46,5318722,-2.03,-5.89,-5.89,32.46,-86.15,33.77,34.21,31.68,-86.15
10/17/23,34.49,4922131,-0.12,-0.35,-0.35,34.49,-85.28,33.99,35.55,33.75,-85.28
10/16/23,34.61,4885266,0.74,2.18,2.18,34.61,-85.23,34.12,35.17,32.69,-85.23
