Date,Price,CVol,Change,% Change,% Return,Total Return (Gross),Cumulative Return %,Open,High,Low,Cumulative Change %
09/16/21,342.24,1158259,12.38,3.75,3.75,342.24,46.07,325.33,345.98,323.61,46.07
09/15/21,329.86,540350,0.79,0.24,0.24,329.86,40.79,332.57,332.57,325.45,40.79
09/14/21,329.07,698244,3.01,0.92,0.92,329.07,40.45,327.58,338.59,326.74,40.45
09/13/21,326.06,649057,-3.66,-1.11,-1.11,326.06,39.16,330.26,331.95,316.79,39.16
09/10/21,329.72,570875,0.91,0.28,0.28,329.72,40.73,331.86,333.40,324.41,40.73
09/09/21,328.81,483346,-0.09,-0.03,-0.03,328.81,40.34,327.46,334.91,327.28,40.34
09/08/21,328.90,395983,-1.28,-0.39,-0.39,328.90,40.38,330.48,331.92,325.09,40.38
09/07/21,330.18,583625,1.52,0.46,0.46,330.18,40.92,330.02,333.45,326.80,40.92
09/03/21,328.66,649449,8.64,2.70,2.70,328.66,40.27,319.00,329.32,316.36,40.27
09/02/21,320.02,879984,-10.46,-3.17,-3.17,320.02,36.59,332.76,334.19,319.66,36.59
09/01/21,330.48,858862,2.42,0.74,0.74,330.48,41.05,328.84,333.28,325.94,41.05
08/31/21,328.06,1141257,-9.70,-2.87,-2.87,328.06,40.02,340.00,340.00,323.13,40.02
08/30/21,337.76,833548,0.24,0.07,0.07,337.76,44.16,339.09,341.69,332.70,44.16
08/27/21,337.52,1638278,-14.22,-4.04,-4.04,337.52,44.05,345.86,348.96,336.50,44.05
08/26/21,351.74,407307,-2.65,-0.75,-0.75,351.74,50.12,352.25,357.10,349.28,50.12
08/25/21,354.39,461765,1.00,0.28,0.28,354.39,51.25,355.05,358.20,352.50,51.25
08/24/21,353.39,458339,-4.19,-1.17,-1.17,353.39,50.83,361.12,363.09,352.49,50.83
08/23/21,357.58,674757,7.82,2.24,2.24,357.58,52.62,349.76,360.28,349.76,52.62
08/20/21,349.76,589541,-0.19,-0.05,-0.05,349.76,49.28,350.08,353.01,345.36,49.28
08/19/21,349.95,588148,-0.71,-0.20,-0.20,349.95,49.36,349.99,354.52,347.50,49.36
08/18/21,350.66,1009566,-1.63,-0.46,-0.46,350.66,49.66,354.20,355.03,341.45,49.66
08/17/21,352.29,1275606,-9.21,-2.55,-2.55,352.29,50.36,354.88,356.93,348.20,50.36
08/16/21,361.50,922444,0.52,0.14,0.14,361.50,54.29,359.11,364.13,354.13,54.29
08/13/21,360.98,599951,2.83,0.79,0.79,360.98,54.07,358.35,361.95,357.89,54.07
08/12/21,358.15,673402,-2.55,-0.71,-0.71,358.15,52.86,360.54,365.04,356.81,52.86
08/11/21,360.70,1418897,-9.40,-2.54,-2.54,360.70,53.95,367.38,375.30,356.60,53.95
08/10/21,370.10,1902862,13.76,3.86,3.86,370.10,57.96,359.54,376.83,358.96,57.96
08/09/21,356.34,1682078,10.69,3.09,3.09,356.34,52.09,343.75,357.86,339.11,52.09
08/06/21,345.65,3398440,8.65,2.57,2.57,345.65,47.52,365.45,372.01,338.50,47.52
08/05/21,337.00,1122181,6.09,1.84,1.84,337.00,43.83,328.45,337.91,328.26,43.83
08/04/21,330.91,666673,-1.46,-0.44,-0.44,330.91,41.23,331.40,334.99,326.47,41.23
08/03/21,332.37,749589,-1.58,-0.47,-0.47,332.37,41.86,333.95,335.02,328.00,41.86
08/02/21,333.95,741443,-3.61,-1.07,-1.07,333.95,42.53,338.00,338.05,333.36,42.53
07/30/21,337.56,851864,-1.63,-0.48,-0.48,337.56,44.07,336.40,341.85,334.30,44.07
07/29/21,339.19,1047252,-0.13,-0.04,-0.04,339.19,44.77,337.74,340.73,335.40,44.77
07/28/21,339.32,963464,2.33,0.69,0.69,339.32,44.82,339.08,344.32,333.42,44.82
07/27/21,336.99,1377812,0.35,0.10,0.10,336.99,43.83,337.02,338.92,327.25,43.83
07/26/21,336.64,724804,-2.28,-0.67,-0.67,336.64,43.68,338.80,339.10,334.46,43.68
07/23/21,338.92,1092877,3.69,1.10,1.10,338.92,44.65,334.77,341.40,327.96,44.65
07/22/21,335.23,1064523,3.53,1.06,1.06,335.23,43.08,330.44,338.88,330.44,43.08
07/21/21,331.70,1135853,6.36,1.95,1.95,331.70,41.57,323.67,332.50,321.00,41.57
07/20/21,325.34,1760848,14.30,4.60,4.60,325.34,38.86,314.67,328.26,312.50,38.86
07/19/21,311.04,1454100,-2.23,-0.71,-0.71,311.04,32.75,307.97,311.21,302.94,32.75
07/16/21,313.27,1281426,2.07,0.67,0.67,313.27,33.70,314.38,318.85,312.00,33.70
07/15/21,311.20,1481146,-3.23,-1.03,-1.03,311.20,32.82,314.43,319.82,306.74,32.82
07/14/21,314.43,1854163,-8.64,-2.67,-2.67,314.43,34.20,323.49,324.44,312.42,34.20
07/13/21,323.07,1329202,-1.05,-0.32,-0.32,323.07,37.89,325.13,329.10,320.88,37.89
07/12/21,324.12,654826,0.70,0.22,0.22,324.12,38.34,323.33,326.81,321.83,38.34
07/09/21,323.42,1252623,0.91,0.28,0.28,323.42,38.04,323.31,327.78,319.65,38.04
07/08/21,322.51,1727146,5.63,1.78,1.78,322.51,37.65,308.94,322.62,308.77,37.65
07/07/21,316.88,898101,0.64,0.20,0.20,316.88,35.25,317.00,320.02,312.06,35.25
07/06/21,316.24,1018526,4.16,1.33,1.33,316.24,34.97,312.39,322.13,310.54,34.97
07/02/21,312.08,850127,4.07,1.32,1.32,312.08,33.20,310.00,313.55,307.11,33.20
07/01/21,308.01,712125,6.19,2.05,2.05,308.01,31.46,300.00,308.50,297.28,31.46
06/30/21,301.82,841721,0.10,0.03,0.03,301.82,28.82,301.67,307.45,299.25,28.82
06/29/21,301.72,1803312,-3.75,-1.23,-1.23,301.72,28.78,301.63,303.41,296.61,28.78
06/28/21,305.47,1936451,5.31,1.77,1.77,305.47,30.38,299.94,310.06,299.33,30.38
06/25/21,300.16,2346105,-4.35,-1.43,-1.43,300.16,28.11,306.33,306.50,298.09,28.11
06/24/21,304.51,1725456,-10.22,-3.25,-3.25,304.51,29.97,318.81,319.50,303.01,29.97
06/23/21,314.73,1336998,1.63,0.52,0.52,314.73,34.33,306.50,316.17,305.65,34.33
06/22/21,313.10,2787212,17.37,5.87,5.87,313.10,33.63,298.16,314.50,296.87,33.63
06/21/21,295.73,1648788,1.41,0.48,0.48,295.73,26.22,297.39,299.26,286.38,26.22
06/18/21,294.32,2017018,3.16,1.09,1.09,294.32,25.62,291.71,296.62,288.17,25.62
06/17/21,291.16,2260312,11.70,4.19,4.19,291.16,24.27,281.74,292.00,280.30,24.27
06/16/21,279.46,1568590,6.26,2.29,2.29,279.46,19.27,273.06,281.58,272.00,19.27
06/15/21,273.20,903967,-5.49,-1.97,-1.97,273.20,16.60,277.00,277.67,269.00,16.60
06/14/21,278.69,855843,4.03,1.47,1.47,278.69,18.95,274.75,279.89,274.74,18.95
06/11/21,274.66,862308,7.99,3.00,3.00,274.66,17.23,268.65,275.00,267.06,17.23
06/10/21,266.67,1359070,2.16,0.82,0.82,266.67,13.82,264.81,268.39,263.75,13.82
06/09/21,264.51,1142996,-11.82,-4.28,-4.28,264.51,12.89,275.65,276.78,264.07,12.89
06/08/21,276.33,1118856,-3.52,-1.26,-1.26,276.33,17.94,280.00,280.59,272.75,17.94
06/07/21,279.85,1153871,-0.02,-0.01,-0.01,279.85,19.44,278.44,281.18,273.96,19.44
06/04/21,279.87,776662,5.97,2.18,2.18,279.87,19.45,275.00,280.01,272.66,19.45
06/03/21,273.90,909822,-4.75,-1.70,-1.70,273.90,16.90,274.54,278.14,268.91,16.90
06/02/21,278.65,1293773,5.51,2.02,2.02,278.65,18.93,274.50,281.72,271.31,18.93
06/01/21,273.14,1399501,8.05,3.04,3.04,273.14,16.58,267.26,275.85,259.84,16.58
05/28/21,265.09,926202,-1.98,-0.74,-0.74,265.09,13.14,265.32,269.53,264.51,13.14
05/27/21,267.07,2025016,7.94,3.06,3.06,267.07,13.99,262.50,273.00,256.50,13.99
05/26/21,259.13,1105205,-0.67,-0.26,-0.26,259.13,10.60,260.38,262.64,253.96,10.60
05/25/21,259.80,1765093,6.00,2.36,2.36,259.80,10.88,256.81,263.76,256.08,10.88
05/24/21,253.80,1541360,7.38,2.99,2.99,253.80,8.32,248.86,259.51,247.65,8.32
05/21/21,246.42,1479113,4.71,1.95,1.95,246.42,5.17,243.82,247.24,240.01,5.17
05/20/21,241.71,2103647,13.56,5.94,5.94,241.71,3.16,229.72,243.00,228.58,3.16
05/19/21,228.15,2199684,0.80,0.35,0.35,228.15,-2.62,221.07,232.22,219.40,-2.62
05/18/21,227.35,2317363,0.79,0.35,0.35,227.35,-2.97,228.28,230.57,223.87,-2.97
05/17/21,226.56,5599420,-10.97,-4.62,-4.62,226.56,-3.30,235.03,238.74,222.00,-3.30
05/14/21,237.53,1097737,13.66,6.10,6.10,237.53,1.38,227.30,239.58,227.30,1.38
05/13/21,223.87,1943577,-2.67,-1.18,-1.18,223.87,-4.45,229.67,233.09,223.31,-4.45
05/12/21,226.54,3114265,-12.65,-5.29,-5.29,226.54,-3.31,233.43,234.98,222.79,-3.31
05/11/21,239.19,2323676,-2.99,-1.23,-1.23,239.19,2.09,231.73,245.41,229.69,2.09
05/10/21,242.18,2617696,-5.63,-2.27,-2.27,242.18,3.36,243.11,245.87,236.25,3.36
05/07/21,247.81,3587906,-15.64,-5.94,-5.94,247.81,5.77,259.00,261.97,246.49,5.77
05/06/21,263.45,3424914,-17.17,-6.12,-6.12,263.45,12.44,276.84,278.35,258.38,12.44
05/05/21,280.62,1662904,-8.61,-2.98,-2.98,280.62,19.77,293.27,299.48,279.25,19.77
05/04/21,289.23,1632231,-0.77,-0.27,-0.27,289.23,23.44,285.75,290.55,276.59,23.44
05/03/21,290.00,1270927,4.74,1.66,1.66,290.00,23.77,297.43,297.93,289.00,23.77
04/30/21,285.26,715538,-3.48,-1.21,-1.21,285.26,21.75,285.26,290.17,282.10,21.75
04/29/21,288.74,739532,-4.75,-1.62,-1.62,288.74,23.24,294.76,297.00,284.01,23.24
04/28/21,293.49,609616,-1.27,-0.43,-0.43,293.49,25.26,295.00,298.52,289.30,25.26
04/27/21,294.76,755804,0.37,0.13,0.13,294.76,25.80,295.94,301.16,291.73,25.80
04/26/21,294.39,2085271,16.38,5.89,5.89,294.39,25.65,279.31,296.33,278.00,25.65
04/23/21,278.01,1207600,13.00,4.91,4.91,278.01,18.66,266.98,278.01,260.41,18.66
04/22/21,265.01,1035093,-3.17,-1.18,-1.18,265.01,13.11,270.19,270.35,258.44,13.11
04/21/21,268.18,947252,5.55,2.11,2.11,268.18,14.46,258.00,270.30,255.01,14.46
04/20/21,262.63,1925720,-13.87,-5.02,-5.02,262.63,12.09,276.51,276.81,258.68,12.09
04/19/21,276.50,950905,1.41,0.51,0.51,276.50,18.01,273.86,279.14,269.25,18.01
04/16/21,275.09,806645,-6.60,-2.34,-2.34,275.09,17.41,283.25,283.25,272.25,17.41
04/15/21,281.69,1454625,11.60,4.29,4.29,281.69,20.23,272.92,285.96,269.24,20.23
04/14/21,270.09,1032807,-6.62,-2.39,-2.39,270.09,15.28,278.00,282.18,268.30,15.28
04/13/21,276.71,741433,7.43,2.76,2.76,276.71,18.10,272.19,277.85,268.08,18.10
04/12/21,269.28,960660,-2.02,-0.74,-0.74,269.28,14.93,266.35,270.81,259.37,14.93
04/09/21,271.30,739481,0.30,0.11,0.11,271.30,15.79,273.41,273.41,265.18,15.79
04/08/21,271.00,895548,3.70,1.38,1.38,271.00,15.66,268.20,273.99,267.44,15.66
04/07/21,267.30,771324,-10.30,-3.71,-3.71,267.30,14.08,273.11,276.20,266.88,14.08
04/06/21,277.60,1294154,10.27,3.84,3.84,277.60,18.48,267.54,281.86,264.28,18.48
04/05/21,267.33,710879,2.01,0.76,0.76,267.33,14.10,270.72,271.00,259.57,14.10
04/01/21,265.32,874712,2.92,1.11,1.11,265.32,13.24,266.19,275.95,264.00,13.24
03/31/21,262.40,1071900,7.90,3.10,3.10,262.40,11.99,261.88,267.05,258.18,11.99
03/30/21,254.50,1059668,5.79,2.33,2.33,254.50,8.62,246.00,257.08,243.19,8.62
03/29/21,248.71,1327314,-10.29,-3.97,-3.97,248.71,6.15,258.87,260.88,244.45,6.15
03/26/21,259.00,1123848,2.64,1.03,1.03,259.00,10.54,256.70,262.36,249.68,10.54
03/25/21,256.36,2120827,3.51,1.39,1.39,256.36,9.42,245.85,257.99,240.58,9.42
03/24/21,252.85,1444642,-21.32,-7.78,-7.78,252.85,7.92,277.09,277.18,252.07,7.92
03/23/21,274.17,1515443,0.25,0.09,0.09,274.17,17.02,272.24,283.99,272.05,17.02
03/22/21,273.92,1178885,4.70,1.75,1.75,273.92,16.91,269.89,277.87,266.00,16.91
03/19/21,269.22,1907018,6.41,2.44,2.44,269.22,14.90,262.21,273.68,260.13,14.90
03/18/21,262.81,1606993,-23.47,-8.20,-8.20,262.81,12.17,282.00,282.00,261.05,12.17
03/17/21,286.28,1142055,2.63,0.93,0.93,286.28,22.19,278.77,290.25,272.01,22.19
03/16/21,283.65,1090854,-0.81,-0.28,-0.28,283.65,21.06,289.30,291.78,278.21,21.06
03/15/21,284.46,814311,-2.23,-0.78,-0.78,284.46,21.41,287.97,288.65,275.11,21.41
03/12/21,286.69,1335116,9.65,3.48,3.48,286.69,22.36,271.75,288.56,263.51,22.36
03/11/21,277.04,1248734,16.59,6.37,6.37,277.04,18.24,271.54,279.55,264.96,18.24
03/10/21,260.45,1176288,0.03,0.01,0.01,260.45,11.16,264.48,274.08,257.00,11.16
03/09/21,260.42,1523914,19.23,7.97,7.97,260.42,11.15,260.82,261.99,252.26,11.15
03/08/21,241.19,2005074,-20.35,-7.78,-7.78,241.19,2.94,262.01,263.77,240.52,2.94
03/05/21,261.54,2729378,-8.45,-3.13,-3.13,261.54,11.63,273.19,273.93,242.50,11.63
03/04/21,269.99,2445347,-18.14,-6.30,-6.30,269.99,15.23,282.01,291.87,263.91,15.23
03/03/21,288.13,2001314,-26.71,-8.48,-8.48,288.13,22.97,313.50,314.33,284.77,22.97
03/02/21,314.84,1669933,2.92,0.94,0.94,314.84,34.37,311.92,323.39,310.99,34.37
03/01/21,311.92,2522789,28.42,10.02,10.02,311.92,33.13,289.12,312.19,289.09,33.13
02/26/21,283.50,3312250,19.84,7.52,7.52,283.50,21.00,278.00,295.77,265.00,21.00
02/25/21,263.66,1620795,-21.28,-7.47,-7.47,263.66,12.53,281.89,290.17,259.32,12.53
02/24/21,284.94,1108430,4.67,1.67,1.67,284.94,21.61,283.10,286.42,268.47,21.61
02/23/21,280.27,1694668,-1.67,-0.59,-0.59,280.27,19.62,272.79,283.49,253.00,19.62
02/22/21,281.94,1401568,-26.80,-8.68,-8.68,281.94,20.33,304.37,306.38,280.00,20.33
02/19/21,308.74,1429500,13.34,4.52,4.52,308.74,31.77,295.73,314.56,295.73,31.77
02/18/21,295.40,829172,-0.21,-0.07,-0.07,295.40,26.08,292.50,300.84,288.00,26.08
02/17/21,295.61,980800,-0.64,-0.22,-0.22,295.61,26.17,291.98,298.32,286.15,26.17
02/16/21,296.25,1010729,0.20,0.07,0.07,296.25,26.44,300.79,310.80,293.05,26.44
02/12/21,296.05,901712,1.71,0.58,0.58,296.05,26.36,294.28,304.48,289.94,26.36
02/11/21,294.34,801318,-3.59,-1.20,-1.20,294.34,25.63,300.00,300.79,291.40,25.63
02/10/21,297.93,945395,5.02,1.71,1.71,297.93,27.16,295.70,300.59,286.33,27.16
02/09/21,292.91,1046775,4.75,1.65,1.65,292.91,25.01,291.33,299.87,282.52,25.01
02/08/21,288.16,969675,0.01,0.00,0.00,288.16,22.99,288.90,294.53,283.12,22.99
02/05/21,288.15,936838,3.62,1.27,1.27,288.15,22.98,288.00,292.40,279.75,22.98
02/04/21,284.53,1113336,0.72,0.25,0.25,284.53,21.44,287.03,291.06,278.51,21.44
02/03/21,283.81,1063748,3.16,1.13,1.13,283.81,21.13,281.57,289.17,273.00,21.13
02/02/21,280.65,1656010,16.41,6.21,6.21,280.65,19.78,270.00,287.66,266.48,19.78
02/01/21,264.24,1440652,3.05,1.17,1.17,264.24,12.78,265.33,270.00,255.16,12.78
01/29/21,261.19,1794990,5.18,2.02,2.02,261.19,11.48,254.00,265.46,246.55,11.48
01/28/21,256.01,2566561,16.70,6.98,6.98,256.01,9.27,246.61,267.80,246.00,9.27
01/27/21,239.31,3480190,-22.02,-8.43,-8.43,239.31,2.14,257.31,258.50,235.13,2.14
01/26/21,261.33,1153398,-11.48,-4.21,-4.21,261.33,11.54,273.50,278.80,260.80,11.54
01/25/21,272.81,1366291,-0.66,-0.24,-0.24,272.81,16.44,278.23,284.92,262.69,16.44
01/22/21,273.47,981598,0.92,0.34,0.34,273.47,16.72,272.72,276.87,268.21,16.72
01/21/21,272.55,1000719,2.67,0.99,0.99,272.55,16.33,271.00,276.81,267.02,16.33
01/20/21,269.88,1145362,-5.12,-1.86,-1.86,269.88,15.19,276.75,278.40,267.54,15.19
01/19/21,275.00,1568205,-12.57,-4.37,-4.37,275.00,17.37,290.00,290.13,273.66,17.37
01/15/21,287.57,2168613,-9.26,-3.12,-3.12,287.57,22.74,293.50,295.50,282.01,22.74
01/14/21,296.83,1912424,7.40,2.56,2.56,296.83,26.69,291.53,302.46,289.15,26.69
01/13/21,289.43,1338632,0.99,0.34,0.34,289.43,23.53,288.40,295.13,286.64,23.53
01/12/21,288.44,1989773,14.31,5.22,5.22,288.44,23.11,277.05,292.44,276.39,23.11
01/11/21,274.13,932614,-4.31,-1.55,-1.55,274.13,17.00,274.49,279.50,265.71,17.00
01/08/21,278.44,1543414,8.28,3.06,3.06,278.44,18.84,273.00,279.60,266.02,18.84
01/07/21,270.16,2051781,19.33,7.71,7.71,270.16,15.31,256.32,276.45,256.21,15.31
01/06/21,250.83,1397725,-4.75,-1.86,-1.86,250.83,7.06,250.51,257.00,243.04,7.06
01/05/21,255.58,1611133,19.31,8.17,8.17,255.58,9.08,240.00,255.94,237.25,9.08
01/04/21,236.27,2250229,-3.27,-1.37,-1.37,236.27,0.84,243.62,243.62,229.26,0.84
12/31/20,239.54,1207026,-10.80,-4.31,-4.31,239.54,2.24,251.00,251.00,239.19,2.24
12/30/20,250.34,896543,-0.17,-0.07,-0.07,250.34,6.85,250.25,256.01,248.59,6.85
12/29/20,250.51,1425387,-0.98,-0.39,-0.39,250.51,6.92,253.00,253.05,241.55,6.92
12/28/20,251.49,2333231,-23.22,-8.45,-8.45,251.49,7.34,273.42,274.55,245.33,7.34
12/24/20,274.71,564128,4.71,1.74,1.74,274.71,17.25,272.44,279.00,270.26,17.25
12/23/20,270.00,1861697,-21.52,-7.38,-7.38,270.00,15.24,292.76,292.76,265.80,15.24
12/22/20,291.52,1594653,12.92,4.64,4.64,291.52,24.42,280.00,292.08,278.90,24.42
12/21/20,278.60,1316958,12.36,4.64,4.64,278.60,18.91,262.33,278.83,261.25,18.91
12/18/20,266.24,1571649,-5.75,-2.11,-2.11,266.24,13.63,272.50,273.00,262.32,13.63
12/17/20,271.99,2110677,11.03,4.23,4.23,271.99,16.09,264.09,277.01,260.69,16.09
12/16/20,260.96,1396393,4.92,1.92,1.92,260.96,11.38,259.78,261.78,249.00,11.38
12/15/20,256.04,1774656,5.07,2.02,2.02,256.04,9.28,260.10,268.97,254.33,9.28
12/14/20,250.97,1149664,-7.29,-2.82,-2.82,250.97,7.11,258.26,262.37,247.60,7.11
12/11/20,258.26,977290,-2.21,-0.85,-0.85,258.26,10.23,260.00,264.79,256.00,10.23
12/10/20,260.47,839428,4.97,1.95,1.95,260.47,11.17,252.76,262.08,251.75,11.17
12/09/20,255.50,1182981,-5.84,-2.23,-2.23,255.50,9.05,262.80,267.47,249.60,9.05
12/08/20,261.34,1271588,2.46,0.95,0.95,261.34,11.54,259.38,263.12,254.62,11.54
12/07/20,258.88,2330284,15.79,6.50,6.50,258.88,10.49,241.34,259.81,241.34,10.49
12/04/20,243.09,2200189,15.17,6.66,6.66,243.09,3.75,232.06,243.17,228.94,3.75
12/03/20,227.92,1261129,2.47,1.10,1.10,227.92,-2.72,227.51,232.50,224.02,-2.72
12/02/20,225.45,3184674,-25.68,-10.23,-10.23,225.45,-3.78,229.23,238.78,223.48,-3.78
12/01/20,251.13,1338471,0.92,0.37,0.37,251.13,7.18,251.50,252.36,242.26,7.18
11/30/20,250.21,3863770,1.07,0.43,0.43,250.21,6.79,251.08,251.67,235.82,6.79
11/27/20,249.14,1213028,10.98,4.61,4.61,249.14,6.33,242.41,250.66,240.60,6.33
11/25/20,238.16,1055902,1.44,0.61,0.61,238.16,1.65,235.81,243.26,232.54,1.65
11/24/20,236.72,1802179,-3.36,-1.40,-1.40,236.72,1.03,239.90,246.10,231.75,1.03
11/23/20,240.08,2708686,5.78,2.47,2.47,240.08,2.47,237.67,244.53,236.10,2.47
11/20/20,234.30,1412686,,,,234.30,,228.00,236.43,226.89,
